"","DIRECTORIO","SECUENCIA_P","ORDEN.x","CAR","SEC","CONS","REC","ING","I_HOGAR"
"536","7910813","1","1",0,1,0,0,2,1624166.6667
"537","7910814","1","1",0,1,0,0,2,1100000
"538","7910815","1","1",0,1,0,0,2,1305833.3333
"539","7910817","1","1",0,1,0,0,1,1928833.3333
"540","7910820","1","1",0,0,0,0,2,3338522.6667
"541","7910823","1","1",0,1,0,0,3,17007500
"542","7910824","1","1",1,1,0,0,3,9150000
"543","7910826","1","1",1,1,0,1,3,6300000
"544","7910827","1","1",0,1,0,0,2,1160000
"545","7910828","1","1",1,1,0,0,2,6041000
"546","7910829","1","1",0,1,0,0,2,2380000
"547","7910830","1","1",0,1,0,0,2,4700000
"548","7910832","1","1",0,1,0,0,2,3698333.3333
"549","7910833","1","1",0,1,0,0,2,2595000
"550","7910834","1","1",0,1,0,1,2,6316666.6667
"551","7910835","1","1",0,1,0,1,2,1500000
"552","7910836","1","1",1,1,0,1,3,14800000
"553","7910838","1","1",1,1,0,1,3,4611795.8333
"554","7910839","1","1",0,1,0,0,2,712500
"555","7910841","1","1",0,1,0,0,2,133333.33333
"556","7910842","1","1",0,0,0,0,1,1810000
"557","7910844","1","1",1,0,0,0,2,9458333.3333
"558","7910845","1","1",0,1,0,0,2,1642000
"559","7910846","1","1",0,1,0,0,2,3008333.3333
"560","7910847","1","1",0,1,0,0,1,8e+05
"561","7910850","1","1",0,0,0,0,2,3750000
"562","7910851","1","1",0,1,0,0,1,1041666.6667
"563","7910852","1","1",0,1,0,0,2,2900000
"564","7910855","1","1",0,0,0,0,1,580000
"565","7910856","1","1",0,1,0,0,1,1160000
"566","7910858","1","1",0,1,0,0,2,3025000
"567","7910859","1","1",0,0,0,0,1,125000
"568","7910860","1","1",0,0,0,0,1,3535606
"569","7910861","1","1",0,0,0,0,2,2900000
"570","7910863","1","1",0,0,0,0,2,969466.66667
"571","7910865","1","1",0,1,0,0,1,2779706
"572","7910866","1","1",0,1,0,0,2,2901666.6667
"573","7910868","1","1",0,1,0,0,2,8e+05
"574","7910869","1","1",0,1,0,0,2,1710000
"575","7910874","1","1",0,1,0,0,1,1975000
"576","7910875","1","1",0,1,0,0,2,1165000
"577","7910876","1","1",0,1,0,0,2,1920000
"578","7910879","1","1",1,1,0,0,2,3500000
"579","7910880","1","1",0,1,0,1,1,463333.33333
"580","7910881","1","1",1,1,0,0,2,1700000
"581","7910882","1","1",0,1,0,0,1,2e+05
"582","7910883","1","1",0,1,0,1,2,2832500
"583","7910884","1","1",0,1,0,0,1,9e+05
"584","7910885","1","1",0,1,0,0,2,2189646.3333
"585","7910886","1","1",0,1,0,0,1,6e+05
"586","7910887","1","1",1,1,0,0,2,788333.33333
"587","7910888","1","1",0,1,0,0,2,3099666.6667
"588","7910891","1","1",0,1,0,0,2,1080000
"589","7910892","1","1",0,0,0,0,2,2899000
"590","7910893","1","1",0,1,0,0,2,3225000
"591","7910894","1","1",0,1,0,1,1,9e+05
"592","7910895","1","1",0,1,0,0,2,1718666.6667
"593","7910896","1","1",0,1,0,0,2,8e+05
"594","7910897","1","1",0,1,0,0,1,260000
"595","7910899","1","1",0,1,0,0,1,3e+06
"596","7910901","1","1",0,0,0,0,2,6096666.6667
"597","7910902","1","1",0,1,0,0,1,2700606
"598","7910904","1","1",0,1,0,0,3,1350000
"599","7910906","1","1",0,1,0,1,1,3607272.6667
"600","7910907","1","1",0,1,0,0,2,1500000
"601","7910909","1","1",0,1,0,0,1,7e+05
"602","7910910","1","1",1,1,0,1,1,4565000
"603","7910911","1","1",1,1,0,1,2,1e+06
"604","7910912","1","1",0,1,0,0,1,2355000
"605","7910913","1","1",0,1,0,0,1,5e+05
"606","7910914","1","1",0,1,0,0,1,141666.66667
"607","7910915","1","1",1,0,0,0,2,9622500
"608","7910916","1","1",0,1,0,0,1,1685000
"609","7910917","1","1",0,1,0,0,2,83333.5
"610","7910918","1","1",0,0,0,0,1,1270000
"611","7910920","1","1",0,0,0,0,1,875500
"612","7910922","1","1",0,1,0,0,2,2430000
"613","7910923","1","1",1,1,0,1,2,1700000
"614","7910926","1","1",0,0,0,0,2,2329166.6667
"615","7910927","1","1",0,1,0,0,1,2495000
"616","7910928","1","1",0,1,0,0,2,3615000
"617","7910929","1","1",0,1,0,0,1,3135000
"618","7910929","1","2",0,1,0,0,1,580000
"619","7910930","1","1",0,1,0,0,2,1420000
"620","7910931","1","1",1,1,0,0,2,7502900
"621","7910932","1","1",0,1,1,0,2,1450000
"622","7910933","1","1",0,1,0,1,2,2e+06
"623","7910935","1","1",0,1,0,0,2,1200000
"624","7910936","1","1",0,0,0,0,2,3500000
"625","7910938","1","1",0,0,0,0,1,75000
"626","7910940","1","1",0,1,0,0,1,6e+05
"627","7910941","1","1",1,0,1,0,3,1.5e+07
"628","7910942","1","1",0,1,0,0,2,5833333.3333
"629","7910943","1","1",0,1,0,0,2,2630333.3333
"630","7910944","1","1",0,0,0,0,2,2650000
"631","7910945","1","1",0,1,0,0,1,1460000
"632","7910946","1","1",0,1,0,0,2,10360000
"633","7910947","1","1",0,1,0,0,1,5e+05
"634","7910948","1","1",0,0,0,0,2,2545000
"635","7910951","1","1",0,1,0,0,1,1275000
"636","7910952","1","1",0,1,0,0,1,3625000
"637","7910953","1","1",0,1,0,0,2,3450606
"638","7910954","1","1",0,0,0,0,2,5950000
"639","7910955","1","1",0,1,0,0,1,120000
"640","7910959","1","1",0,1,0,0,2,1033333.3333
"641","7910960","1","1",0,1,0,0,2,1320000
"642","7910964","1","1",0,1,0,0,2,2430500
"643","7910965","1","1",0,1,0,0,2,2475000
"644","7910966","1","1",0,1,0,0,2,1397266.6667
"645","7910968","1","1",0,1,0,0,2,2120000
"646","7910969","1","1",0,0,0,0,1,906500
"647","7910971","1","1",0,1,0,0,1,1e+06
"648","7910973","1","1",0,1,0,0,2,2567250
"649","7910974","1","1",0,1,0,0,1,1100000
"650","7910975","1","1",0,1,0,0,1,2185000
"651","7910976","1","1",0,1,0,0,2,3516833.3333
"652","7910977","1","1",0,1,0,0,3,6e+06
"653","7910979","1","1",0,1,0,1,2,5779646.3333
"654","7910980","1","1",0,1,0,1,2,4833333.3333
"655","7910981","1","1",0,1,0,0,2,2048333.3333
"656","7910982","1","1",0,1,0,1,1,813333.33333
"657","7910983","1","1",0,0,0,0,1,1500000
"658","7910985","1","1",0,1,0,0,2,1180000
"659","7910986","1","1",0,1,0,1,1,731666.66667
"660","7910987","1","1",0,0,0,0,1,1558333.3333
"661","7910988","1","1",0,1,0,0,1,2120166.6667
"662","7910989","1","1",0,1,0,0,1,1510000
"663","7910990","1","1",0,0,0,0,3,4693333.3333
"664","7910992","1","1",1,1,0,0,2,2500000
"665","7910993","1","1",0,0,0,0,1,1750000
"666","7910994","1","1",1,1,0,0,2,4010666.6667
"667","7910995","1","1",0,1,0,1,2,1200000
"668","7910996","1","1",0,1,0,1,2,2698333.3333
"669","7910998","1","1",0,0,0,0,2,945000
"670","7911000","1","1",1,1,0,0,1,1300000
"671","7911001","1","1",0,1,0,1,1,2e+05
"672","7911002","1","1",0,1,0,0,1,1200000
"673","7911003","1","1",0,1,0,1,1,120000
"674","7911004","1","1",0,0,0,0,2,4e+05
"675","7911006","1","1",0,1,0,1,2,6e+05
"676","7911007","1","1",0,1,0,1,1,4e+05
"677","7911008","1","1",1,1,0,0,2,1200000
"678","7911009","1","1",0,1,0,1,2,1500000
"679","7911010","1","1",0,1,0,0,2,1060000
"680","7911011","1","1",0,1,0,0,2,1006666.6667
"681","7911012","1","1",0,1,0,0,1,420833.33333
"682","7911014","1","1",0,1,0,0,1,1e+05
"683","7911015","1","1",0,0,0,0,2,2297500
"684","7911016","1","1",0,1,0,0,1,1453333.3333
"685","7911017","1","1",0,1,0,0,1,342500
"686","7911018","1","1",1,1,0,0,2,3100000
"687","7911019","1","1",0,1,0,0,2,920000
"688","7911020","1","1",0,1,0,1,1,1116666.6667
"689","7911021","1","1",0,1,0,0,1,1050833.3333
"690","7911022","1","1",1,1,0,1,2,13250000
"691","7911023","1","1",0,1,0,0,2,1477500
"692","7911024","1","1",0,1,0,0,2,2099772.6667
"693","7911025","1","1",0,1,0,0,2,1365833.3333
"694","7911026","1","1",0,0,0,0,2,1667500
"695","7911027","1","1",0,0,0,1,2,3e+06
"696","7911028","1","1",0,1,0,0,1,4843333.3333
"697","7911030","1","1",0,0,0,0,1,695833.33333
"698","7911031","1","1",0,1,0,0,2,166666.66667
"699","7911033","1","1",0,1,0,0,1,2475000
"700","7911034","1","1",0,1,0,0,2,2510600
"701","7911035","1","1",0,0,0,0,2,1541666.6667
"702","7911036","1","1",1,1,0,0,2,1913100
"703","7911037","1","1",0,1,0,0,1,1131666.6667
"704","7911041","1","1",0,1,0,0,2,6025000
"705","7911042","1","1",0,0,0,0,2,1649595.8333
"706","7911044","1","1",0,1,0,0,1,796666.66667
"707","7911045","1","1",0,0,0,0,1,650000
"708","7911047","1","1",0,1,0,0,1,1360000
"709","7911049","1","1",0,1,0,0,1,8e+05
"710","7911050","1","1",0,1,0,0,1,1170000
"711","7911051","1","1",0,0,0,0,2,2718000
"712","7911052","1","1",0,0,0,0,1,276666.66667
"713","7911053","1","1",0,1,0,0,1,333333.33333
"714","7911054","1","1",0,1,0,0,2,1761666.6667
"715","7911055","1","1",0,1,0,0,2,1466666.6667
"716","7911056","1","1",1,1,0,1,3,12650000
"717","7911057","1","1",0,1,0,0,1,438333.33333
"718","7911059","1","1",0,1,0,0,1,1274166.6667
"719","7911061","1","1",0,1,0,0,1,754166.66667
"720","7911062","1","1",0,0,0,0,2,1911666.6667
"721","7911064","1","1",0,1,0,0,2,2394772.6667
"722","7911065","1","1",0,1,0,0,1,1005000
"723","7911066","1","1",0,1,0,0,2,1220000
"724","7911067","1","1",0,1,0,0,2,1340000
"725","7911068","1","1",0,0,0,1,1,390000
"726","7911070","1","1",0,1,0,0,2,775000
"727","7911071","1","1",0,1,0,0,2,150000
"728","7911072","1","1",0,1,0,0,2,7365000
"729","7911073","1","1",0,0,0,0,1,450000
"730","7911075","1","1",0,1,0,0,3,1050000
"731","7911077","1","1",0,0,0,0,1,950000
"732","7911078","1","1",0,1,1,0,2,6e+06
"733","7911079","1","1",0,1,0,0,1,914166.66667
"734","7911080","1","1",0,1,0,0,2,3e+05
"735","7911081","1","1",0,1,0,0,3,9225000
"736","7911082","1","1",0,0,0,0,2,3183712
"737","7911083","1","1",1,1,0,0,2,3208333.3333
"738","7911085","1","1",0,1,0,0,3,2528333.3333
"739","7911086","1","1",0,1,0,0,2,4116666.6667
"740","7911087","1","1",0,1,0,0,2,1160000
"741","7911088","1","1",0,1,0,0,1,8e+05
"742","7911089","1","1",0,1,0,0,1,9e+05
"743","7911090","1","1",0,1,0,0,1,1361666.6667
"744","7911091","1","1",1,1,0,1,3,8005000
"745","7911092","1","1",0,1,0,0,2,1188333.3333
"746","7911093","1","1",0,0,0,0,1,3033333.3333
"747","7911094","1","1",0,0,0,0,2,976666.66667
"748","7911095","1","1",0,1,0,0,3,6780000
"749","7911096","1","1",0,1,0,0,2,1e+06
"750","7911097","1","1",0,0,0,0,2,1330000
"751","7911098","1","1",0,1,0,0,1,1065000
"752","7911100","1","1",0,1,0,0,2,650000
"753","7911101","1","1",0,1,0,0,1,20362500
"754","7911102","1","1",1,1,0,0,1,4792766.6667
"755","7911104","1","1",0,1,0,0,2,1530000
"756","7911105","1","1",1,1,0,0,2,17718093
"757","7911106","1","1",0,1,0,0,1,496666.66667
"758","7911107","1","1",1,1,0,0,2,3194733.3333
"759","7911109","1","1",0,1,0,0,1,1888333.3333
"760","7911110","1","1",0,1,0,0,2,3600000
"761","7911111","1","1",0,1,0,0,2,1020833.3333
"762","7911112","1","1",0,1,0,0,2,1060000
"763","7911113","1","1",0,0,0,0,2,2341666.6667
"764","7911114","1","1",0,1,0,0,1,1285000
"765","7911115","1","1",0,1,0,0,2,1525000
"766","7911117","1","1",0,0,0,0,1,530000
"767","7911119","1","1",1,1,0,0,2,1930000
"768","7911125","1","1",0,1,0,0,2,599166.66667
"769","7911128","1","1",0,1,0,0,2,1783333.3333
"770","7911129","1","1",0,1,0,0,2,796666.66667
"771","7911130","1","1",0,1,0,0,1,1120000
"772","7911131","1","1",0,1,0,0,2,500833.33333
"773","7911132","1","1",1,1,0,0,2,1917500
"774","7911133","1","1",0,1,0,0,2,4241666.6667
"775","7911134","1","1",0,0,0,0,1,1323333.3333
"776","7911135","1","1",0,1,0,0,1,5078333.3333
"777","7911136","1","1",0,0,0,0,1,336666.66667
"778","7911137","1","1",0,0,0,1,1,81833.333333
"779","7911139","1","1",0,1,0,1,1,1046666.6667
"780","7911140","1","1",0,0,0,0,1,129166.66667
"781","7911141","1","1",0,0,0,0,1,1658000
"782","7911142","1","1",0,1,0,0,2,3020378.6667
"783","7911144","1","1",0,0,0,0,1,1e+06
"784","7911145","1","1",0,1,0,0,2,1420606
"785","7911146","1","1",0,0,0,0,1,750000
"786","7911148","1","1",0,0,0,0,1,801666.66667
"787","7911149","1","1",0,1,0,0,1,1350000
"788","7911150","1","1",0,1,0,0,2,1516666.6667
"789","7911152","1","1",0,1,0,0,2,1295500
"790","7911153","1","1",0,1,1,0,3,3875000
"791","7911155","1","1",0,1,0,0,2,2290000
"792","7911157","1","1",0,1,0,0,1,1365000
"793","7911158","1","1",1,1,0,0,2,6e+06
"794","7911159","1","1",1,1,0,1,3,2200000
"795","7911160","1","1",0,1,0,0,3,4894000
"796","7911161","1","1",0,1,0,0,2,4837833.3333
"797","7911163","1","1",0,1,0,1,1,916666.66667
"798","7911164","1","1",0,1,0,0,1,867500
"799","7911165","1","1",0,1,0,0,1,1405000
"800","7911166","1","1",0,1,0,0,1,1600000
"801","7911167","1","1",0,0,0,0,1,1450000
"802","7911168","1","1",0,1,0,0,3,5400000
"803","7911169","1","1",0,1,0,0,1,1180000
"804","7911170","1","1",0,0,0,0,1,5295000
"805","7911171","1","1",0,1,0,0,1,697500
"806","7911173","1","1",0,1,0,0,1,3083333.3333
"807","7911174","1","1",0,0,0,0,1,2503000
"808","7911176","1","1",0,1,0,0,1,12722500
"809","7911177","1","1",1,1,0,0,3,30266666.667
"810","7911178","1","1",0,1,0,0,2,628333.33333
"811","7911181","1","1",0,1,0,0,2,840000
"812","7911182","1","1",0,1,0,0,2,10793333.333
"813","7911183","1","1",0,1,0,0,1,1680000
"814","7911184","1","1",0,0,0,1,1,1962500
"815","7911185","1","1",0,1,0,0,1,2884166.6667
"816","7911186","1","1",0,0,0,0,1,1350000
"817","7911187","1","1",0,0,0,0,1,416666.66667
"818","7911188","1","1",0,1,0,0,2,2900000
"819","7911189","1","1",0,0,0,0,1,1300000
"820","7911190","1","1",0,1,0,0,2,1075833.3333
"821","7911192","1","1",0,1,1,0,3,14137666.667
"822","7911193","1","1",0,1,1,0,2,1650000
"823","7911194","1","1",0,1,0,0,1,650000
"824","7911197","1","1",0,1,0,0,1,340000
"825","7911198","1","1",0,1,0,0,2,2950000
"826","7911199","1","1",1,1,0,0,2,666666.66667
"827","7911200","1","1",0,1,0,0,1,1181666.6667
"828","7911200","1","2",0,1,0,0,1,1566666.6667
"829","7911201","1","1",0,1,0,0,1,545833.33333
"830","7911202","1","1",0,1,0,0,2,1540000
"831","7911204","1","1",0,0,0,0,1,3245833.3333
"832","7911205","1","1",0,1,0,0,1,1275000
"833","7911210","1","1",1,1,0,0,2,6713000
"834","7911214","1","1",0,1,0,0,2,2040000
"835","7911215","1","1",0,1,0,0,2,887500
"836","7911217","1","1",0,0,0,0,2,1300000
"837","7911218","1","1",0,1,0,0,1,5300000
"838","7911219","1","1",0,1,0,0,2,1400000
"839","7911222","1","1",0,1,0,0,1,1295000
"840","7911224","1","1",0,1,0,0,1,3600000
"841","7911225","1","1",0,1,0,0,1,571666.66667
"842","7911226","1","1",0,1,0,0,2,450000
"843","7911228","1","1",0,1,0,1,3,8225000
"844","7911229","1","1",0,0,0,0,1,130000
"845","7911230","1","1",0,0,0,0,2,3315000
"846","7911231","1","1",0,1,0,0,2,2050000
"847","7911234","1","1",0,1,0,0,2,2135000
"848","7911235","1","1",0,1,0,0,1,2430000
"849","7911236","1","1",0,1,0,1,2,761666.66667
"850","7911237","1","1",0,0,0,0,1,1233333.3333
"851","7911238","1","1",0,1,0,0,2,3475000
"852","7911239","1","1",1,1,0,0,2,870000
"853","7911241","1","1",0,0,0,0,1,1605833.3333
"854","7911242","1","1",0,1,0,0,2,1732500
"855","7911243","1","1",0,0,0,0,1,4e+05
"856","7911245","1","1",0,0,0,0,2,1660000
"857","7911247","1","1",0,1,0,1,1,1e+06
"858","7911248","1","1",0,1,0,0,2,2e+06
"859","7911249","1","1",0,1,0,0,1,1300000
"860","7911250","1","1",0,1,0,0,1,902500
"861","7911252","1","1",1,1,0,1,1,5335000
"862","7911254","1","1",0,0,0,0,3,2100000
"863","7911255","1","1",1,1,0,1,3,8500000
"864","7911257","1","1",0,1,0,0,2,6e+05
"865","7911258","1","1",0,1,0,0,1,374166.66667
"866","7911260","1","1",0,1,0,0,1,1173333.3333
"867","7911261","1","1",0,1,0,0,2,2300000
"868","7911262","1","1",0,0,0,0,1,2015000
"869","7911263","1","1",0,0,0,0,1,866666.66667
"870","7911265","1","1",0,1,0,1,1,2090000
"871","7911266","1","1",0,1,0,0,1,7e+05
"872","7911267","1","1",0,1,0,0,2,2708333.3333
"873","7911269","1","1",0,1,0,0,1,850000
"874","7911270","1","1",1,1,0,1,3,3500000
"875","7911271","1","1",1,1,0,0,2,3096666.6667
"876","7911272","1","1",0,0,0,0,1,1637500
"877","7911273","1","1",0,1,0,0,2,7150000
"878","7911274","1","1",0,1,0,0,1,1175000
"879","7911275","1","1",0,1,0,0,2,3505000
"880","7911277","1","1",0,0,0,0,2,1149583.3333
"881","7911278","1","1",0,1,0,0,2,1641666.6667
"882","7911279","1","1",0,1,0,0,1,2629166.6667
"883","7911280","1","1",0,0,0,0,1,175000
"884","7911281","1","1",0,1,0,0,1,5e+05
"885","7911282","1","1",0,0,0,0,1,4191666.6667
"886","7911283","1","1",0,1,0,0,1,480000
"887","7911284","1","1",0,1,0,0,2,1466666.6667
"888","7911286","1","1",0,0,0,0,1,2e+06
"889","7911288","1","1",0,1,0,0,2,5376666.6667
"890","7911291","1","1",0,1,0,0,1,1444166.6667
"891","7911292","1","1",0,1,1,0,2,4183333.3333
"892","7911293","1","1",0,1,0,0,2,2063522.6667
"893","7911294","1","1",0,0,1,0,2,5322272.6667
"894","7911297","1","1",0,1,0,0,1,33333.333333
"895","7911300","1","1",0,1,0,0,2,1500000
"896","7911301","1","1",0,1,0,0,1,20000
"897","7911303","1","1",0,0,0,0,2,1200000
"898","7911305","1","1",0,0,0,0,1,2276666.6667
"899","7911306","1","1",0,1,0,0,1,1800000
"900","7911307","1","1",0,1,0,0,2,1400000
"901","7911308","1","1",0,0,0,0,2,22866666.667
"902","7911312","1","1",0,1,0,0,2,1587500
"903","7911314","1","1",0,1,0,0,2,726666.66667
"904","7911315","1","1",0,1,0,0,1,2436666.6667
"905","7911317","1","1",0,1,0,0,2,3500000
"906","7911318","1","1",0,1,0,1,2,3565000
"907","7911319","1","1",0,1,0,0,1,1493333.3333
"908","7911320","1","1",0,0,0,0,2,2600000
"909","7911321","1","1",0,1,0,0,1,1405000
"910","7911322","1","1",0,1,0,1,1,856666.66667
"911","7911323","1","1",1,1,0,0,2,9100000
"912","7911324","1","1",1,1,0,0,3,2916666.6667
"913","7911325","1","1",0,1,0,0,2,383333.33333
"914","7911326","1","1",0,1,0,0,1,1705000
"915","7911327","1","1",0,1,0,0,1,950000
"916","7911330","1","1",0,1,0,0,1,1205833.3333
"917","7911331","1","1",0,1,0,0,1,1550000
"918","7911333","1","1",0,1,0,0,2,50000
"919","7911334","1","1",0,1,0,0,1,596666.66667
"920","7911335","1","1",0,0,0,0,1,6e+05
"921","7911336","1","1",0,1,0,0,2,1180000
"922","7911337","1","1",0,1,0,0,2,3115166.6667
"923","7911338","1","1",0,1,0,0,1,1029166.6667
"924","7911339","1","1",0,1,0,0,2,586666.66667
"925","7911342","1","1",0,1,0,0,2,1750000
"926","7911343","1","1",0,1,0,0,2,66666.666667
"927","7911344","1","1",0,1,0,0,1,25000
"928","7911345","1","1",1,1,0,0,2,5454166.6667
"929","7911346","1","1",0,1,0,0,1,1140000
"930","7911347","1","1",0,1,0,0,1,1500000
"931","7911348","1","1",0,1,0,0,1,430000
"932","7911351","1","1",0,1,0,0,1,313333.33333
"933","7911353","1","1",0,1,0,0,2,1200000
"934","7911355","1","1",0,1,0,0,1,125000
"935","7911356","1","1",0,0,0,0,2,1160000
"936","7911357","1","1",0,1,0,0,2,641666.66667
"937","7911359","1","1",0,1,0,0,2,1540000
"938","7911360","1","1",0,1,0,0,1,478333.33333
"939","7911362","1","1",1,1,0,0,2,3099666.6667
"940","7911364","1","1",0,1,0,0,1,1180000
"941","7911365","1","1",0,0,0,0,1,2050000
"942","7911366","1","1",0,1,0,0,1,6e+05
"943","7911367","1","1",1,1,0,1,2,1750000
"944","7911368","1","1",0,1,0,0,2,2810000
"945","7911370","1","1",0,1,0,0,1,1133333.3333
"946","7911371","1","1",0,1,0,0,2,8e+05
"947","7911372","1","1",0,1,0,0,2,2880000
"948","7911376","1","1",0,1,0,0,2,9e+05
"949","7911377","1","1",0,1,0,0,2,571666.66667
"950","7911378","1","1",0,1,0,0,2,1851666.6667
"951","7911381","1","1",0,0,0,0,1,1070000
"952","7911382","1","1",0,0,0,0,2,2105000
"953","7911384","1","1",0,1,1,0,2,3781212
"954","7911385","1","1",0,1,0,0,1,7e+05
"955","7911386","1","1",0,1,0,0,2,2700000
"956","7911387","1","1",0,1,0,0,1,616666.66667
"957","7911388","1","1",0,1,0,0,1,1700000
"958","7911391","1","1",0,1,0,1,1,1040000
"959","7911393","1","1",0,1,0,0,1,66666.666667
"960","7911394","1","1",1,1,0,0,1,2403000
"961","7911397","1","1",0,0,0,0,1,735000
"962","7911398","1","1",0,1,0,0,2,1786666.6667
"963","7911399","1","1",0,1,0,0,2,1162666.6667
"964","7911401","1","1",0,1,0,0,1,575000
"965","7911403","1","1",0,0,0,0,1,675000
"966","7911404","1","1",0,1,0,0,1,380000
"967","7911405","1","1",0,1,0,0,1,754166.66667
"968","7911406","1","1",0,1,0,0,2,722000
"969","7911407","1","1",0,1,0,0,2,1009750
"970","7911408","1","1",0,1,0,0,1,650000
"971","7911409","1","1",0,1,0,1,3,2390606
"972","7911411","1","1",0,1,0,0,1,250000
"973","7911413","1","1",0,1,0,0,2,213333.33333
"974","7911414","1","1",0,1,0,0,1,19742000
"975","7911416","1","1",0,1,0,0,1,250000
"976","7911417","1","1",0,1,0,0,2,7e+05
"977","7911419","1","1",0,1,0,0,2,1100000
"978","7911420","1","1",0,1,0,0,2,792500
"979","7911421","1","1",0,1,0,0,2,7e+05
"980","7911422","1","1",0,1,0,1,1,533333.33333
"981","7911424","1","1",0,1,0,0,2,1260000
"982","7911425","1","1",0,0,0,0,1,386666.66667
"983","7911426","1","1",0,1,0,0,2,1300606
"984","7911427","1","1",0,1,0,0,1,380000
"985","7911428","1","1",0,1,0,0,1,835000
"986","7911429","1","1",0,0,0,0,1,635000
"987","7911430","1","1",0,1,0,0,2,1312000
"988","7911431","1","1",0,1,0,0,1,602500
"989","7911432","1","1",0,0,0,1,2,533333.33333
"990","7911433","1","1",0,0,0,0,1,450000
"991","7911434","1","1",0,0,0,0,1,7e+05
"992","7911435","1","1",0,1,0,1,1,3e+05
"993","7911436","1","1",0,0,0,0,1,370000
"994","7911437","1","1",0,0,0,0,1,1e+06
"995","7911438","1","1",1,1,0,0,3,9458333.3333
"996","7911439","1","1",0,1,1,0,1,2459333.3333
"997","7911440","1","1",0,1,0,0,1,220833.33333
"998","7911441","1","1",0,1,0,0,3,3950000
"999","7911444","1","1",0,0,0,0,1,1300000
"1000","7911447","1","1",0,0,0,0,1,2557272.6667
"1001","7911450","1","1",0,1,0,0,2,3780000
"1002","7911451","1","1",0,0,0,0,1,9e+05
"1003","7911452","1","1",0,1,0,0,2,3100000
"1004","7911453","1","1",0,1,0,0,2,1600000
"1005","7911454","1","1",0,1,0,1,2,609166.66667
"1006","7911455","1","1",0,1,0,0,1,404166.66667
"1007","7911457","1","1",0,1,0,0,1,820000
"1008","7911458","1","1",0,1,0,0,2,1691666.6667
"1009","7911459","1","1",0,1,0,0,1,630000
"1010","7911460","1","1",0,1,0,1,1,708333.33333
"1011","7911464","1","1",0,1,0,0,1,3e+05
"1012","7911465","1","1",0,0,0,0,1,1300000
"1013","7911467","1","1",0,1,0,0,1,850000
"1014","7911468","1","1",0,1,0,1,2,1660000
"1015","7911469","1","1",0,1,0,0,2,618333.33333
"1016","7911472","1","1",0,1,0,0,2,2541666.6667
"1017","7911473","1","1",0,1,0,0,2,698000
"1018","7911474","1","1",0,0,0,0,3,3500000
"1019","7911475","1","1",1,1,0,0,2,3970833.3333
"1020","7911477","1","1",0,1,0,0,3,2958333.3333
"1021","7911478","1","1",0,0,0,0,2,1300000
"1022","7911479","1","1",0,1,0,0,1,6e+05
"1023","7911481","1","1",0,1,0,0,1,1066666.6667
"1024","7911482","1","1",0,1,0,0,2,1e+06
"1025","7911483","1","1",0,1,0,0,2,745000
"1026","7911484","1","1",1,1,1,0,3,7691666.6667
"1027","7911485","1","1",0,1,0,0,2,8e+06
"1028","7911486","1","1",0,1,0,0,2,6167500
"1029","7911488","1","1",0,0,0,0,2,5284533.3333
"1030","7911489","1","1",0,0,0,0,1,650000
"1031","7911490","1","1",0,1,0,0,2,1104166.6667
"1032","7911491","1","1",0,1,0,0,2,1960000
"1033","7911492","1","1",0,1,0,0,1,3284166.6667
"1034","7911493","1","1",0,1,0,0,1,320000
"1035","7911494","1","1",0,1,0,0,1,1803833.3333
"1036","7911498","1","1",1,0,0,0,1,75000
"1037","7911499","1","1",0,1,0,0,1,395000
