"","DIRECTORIO","SECUENCIA_ENCUESTA","SECUENCIA_P","ORDEN.x","HEST","NEP","ING","CAR","PROB_A","HW","SEC","CONS","REC","I_HOGAR"
"124",7910267,1,1,1,"3","2","1","2",0.02890046,"40 <","1","2","2",552500
"125",7910268,1,1,1,"3","1","2","2",0.11470257,"[40, 50)","1","2","2",680000
"126",7910269,1,1,1,"3","9","1","2",0.72130585,"40 <","1","2","2",312500
"127",7910270,1,1,1,"5","1","1","2",0.35529742,"> 50","1","2","2",1903333.3333
"128",7910271,1,1,1,"11","8","3","1",0,"[40, 50)","1","1","1",22415000
"129",7910272,1,1,1,"3","10","1","2",0,"[40, 50)","2","2","2",2536666.6667
"130",7910273,1,1,1,"11","4","2","2",0,"[40, 50)","2","2","2",7396666.6667
"131",7910274,1,1,1,"4","10","1","2",0.92963,"40 <","2","2","1",1200000
"132",7910275,1,1,1,"1","9","1","2",0.72130585,"> 50","1","2","2",333333.33333
"133",7910276,1,1,1,"4","2","1","2",0.35529742,"[40, 50)","1","2","2",1917272.6667
"134",7910277,1,1,1,"3","9","2","2",0.35529742,"40 <","1","2","2",6e+05
"135",7910278,1,1,1,"13","4","3","1",0,"[40, 50)","1","2","1",10170833.333
"136",7910279,1,1,1,"4","1","1","2",0.99883635,"> 50","2","2","2",250000
"137",7910280,1,1,1,"11","2","2","2",0,"[40, 50)","2","2","2",4131433.3333
"138",7910281,1,1,1,"11","6","3","1",0,"> 50","1","2","2",29133333.333
"139",7910282,1,1,1,"11","8","3","1",0,"> 50","2","1","2",16300000
"140",7910283,1,1,1,"4","3","2","2",0.92963,"40 <","1","2","2",1004166.6667
"141",7910284,1,1,1,"4","2","1","2",0,"40 <","2","2","2",1016666.6667
"142",7910285,1,1,1,"3","1","2","2",0,"40 <","1","2","2",1440000
"143",7910287,1,1,1,"3","9","1","2",0.92963,"> 50","2","2","2",1700000
"144",7910288,1,1,1,"6","2","2","2",0.02890046,"40 <","1","2","2",3415000
"145",7910289,1,1,1,"13","2","2","1",0,"[40, 50)","1","2","2",6950000
"146",7910290,1,1,1,"4","1","2","1",0.99007729,"[40, 50)","1","2","2",6830000
"147",7910293,1,1,1,"3","10","1","2",0.72130585,"> 50","2","2","2",1350000
"148",7910294,1,1,1,"1","9","2","2",0.99007729,"> 50","1","2","2",7e+06
"149",7910295,1,1,1,"5","1","1","2",0,"[40, 50)","1","2","2",1288333.3333
"150",7910296,1,1,1,"4","1","1","2",0,"[40, 50)","2","2","2",1110000
"151",7910297,1,1,1,"3","9","1","2",0.35529742,"40 <","1","2","2",576666.66667
"152",7910298,1,1,1,"3","1","2","2",0,"[40, 50)","1","2","2",2501666.6667
"153",7910299,1,1,1,"3","10","1","2",0,"[40, 50)","1","2","2",2129272.6667
"154",7910300,1,1,1,"7","1","2","2",0.11470257,"[40, 50)","1","2","2",2492500
"155",7910301,1,1,1,"3","9","1","2",0,"40 <","2","2","2",2490000
"156",7910302,1,1,1,"5","1","1","2",0,"> 50","2","2","2",1675000
"157",7910303,1,1,1,"5","9","2","1",0.72130585,"[40, 50)","1","2","2",3565000
"158",7910304,1,1,1,"3","1","1","2",0.11470257,"[40, 50)","1","2","2",1205000
"159",7910305,1,1,1,"1","9","2","2",0,"[40, 50)","2","2","1",984166.66667
"160",7910306,1,1,1,"7","1","2","1",0,"[40, 50)","1","2","2",5200000
"161",7910307,1,1,1,"5","1","2","2",0.99007729,"40 <","1","2","2",1040000
"162",7910308,1,1,1,"4","1","2","2",0.99793798,"40 <","2","2","2",9e+05
"163",7910309,1,1,1,"5","9","2","2",0,"40 <","1","2","2",2254166.6667
"164",7910310,1,1,1,"5","10","2","2",0.02890046,"[40, 50)","1","2","2",2291666.6667
"165",7910311,1,1,1,"3","8","2","2",0,"[40, 50)","2","2","2",3741666.6667
"166",7910312,1,1,1,"5","1","2","2",0,"> 50","1","2","2",1093333.3333
"167",7910314,1,1,1,"3","1","1","2",0.99007729,"40 <","1","2","2",4e+05
"168",7910315,1,1,1,"11","8","2","2",0,"[40, 50)","2","2","2",1983940
"169",7910318,1,1,1,"4","3","1","2",0.92963,"40 <","1","2","2",355833.33333
"170",7910319,1,1,1,"3","10","2","2",0.92963,"[40, 50)","1","2","2",1672500
"171",7910320,1,1,1,"1","10","1","2",0.92963,"40 <","1","2","2",3e+05
"172",7910321,1,1,1,"3","9","1","2",0.02890046,"40 <","1","2","2",1460000
"173",7910322,1,1,1,"3","1","2","2",0,"[40, 50)","1","2","2",1800000
"174",7910323,1,1,1,"3","1","2","2",0,"40 <","1","2","2",1276500
"175",7910325,1,1,1,"4","10","2","2",0.92963,"40 <","1","2","2",5050000
"176",7910326,1,1,1,"11","9","1","2",0.92963,"> 50","1","2","2",780000
"177",7910327,1,1,1,"3","1","2","2",0,"40 <","1","2","2",1362500
"178",7910328,1,1,1,"3","2","2","2",0.11470257,"[40, 50)","2","2","2",2905833.3333
"179",7910329,1,1,1,"5","2","1","2",0.02890046,"[40, 50)","1","2","2",207500
"180",7910330,1,1,1,"4","1","1","2",0.35529742,"> 50","2","2","2",1494166.6667
"181",7910331,1,1,1,"5","1","1","2",0.99007729,"40 <","2","2","2",7e+05
"182",7910333,1,1,1,"4","9","1","2",0.99883635,"> 50","1","2","2",2040000
"183",7910335,1,1,1,"5","3","2","2",0,"> 50","1","2","2",1500000
"184",7910337,1,1,1,"11","1","1","2",0.11470257,"[40, 50)","1","2","2",1066666.6667
"185",7910338,1,1,1,"3","10","2","2",0,"40 <","1","2","2",1100000
"187",7910341,1,1,1,"3","10","2","2",0.92963,"> 50","2","2","2",435000
"188",7910342,1,1,1,"11","2","1","1",0,"[40, 50)","1","2","2",1.4e+07
"189",7910343,1,1,1,"1","9","1","2",0.99007729,"> 50","1","2","2",170000
"190",7910345,1,1,1,"13","2","3","1",0.02890046,"[40, 50)","2","2","2",2375000
"191",7910346,1,1,1,"5","2","2","2",0.35529742,"[40, 50)","2","2","2",3056666.6667
"192",7910347,1,1,1,"5","10","1","1",0.72130585,"> 50","2","2","2",3800000
"193",7910349,1,1,1,"3","10","3","2",0.35529742,"40 <","1","2","2",5303000
"194",7910350,1,1,1,"5","9","2","2",0,"40 <","2","2","1",6833333.3333
"195",7910351,1,1,1,"3","10","1","2",0.92963,"[40, 50)","2","2","2",1615000
"196",7910352,1,1,1,"4","10","2","2",0,"40 <","1","2","2",1359166.6667
"197",7910353,1,1,1,"3","10","1","2",0.99007729,"40 <","1","2","2",415000
"198",7910354,1,1,1,"3","1","2","2",0,"> 50","1","2","2",1236666.6667
"199",7910355,1,1,1,"5","1","2","2",0.35529742,"[40, 50)","1","2","2",1800000
"200",7910357,1,1,1,"3","1","2","2",0.72130585,"[40, 50)","2","2","2",1150000
"201",7910358,1,1,1,"5","4","1","2",0.92963,"40 <","2","2","2",202500
"202",7910359,1,1,1,"4","10","1","2",0.99883635,"> 50","1","2","2",1375000
"203",7910360,1,1,1,"3","9","1","2",0.99007729,"40 <","1","2","2",325000
"204",7910361,1,1,1,"1","1","1","2",0.99007729,"40 <","2","2","2",810000
"205",7910362,1,1,1,"4","9","2","2",0.99007729,"40 <","2","2","2",2833333.3333
"206",7910363,1,1,1,"5","1","2","2",0.11470257,"40 <","2","2","2",950000
"207",7910364,1,1,1,"1","9","2","2",0.35529742,"40 <","1","2","2",910000
"208",7910365,1,1,1,"10","4","2","2",0,"[40, 50)","1","2","2",4385000
"209",7910366,1,1,1,"5","10","2","2",0,"> 50","1","2","2",1426666.6667
"210",7910369,1,1,1,"1","10","2","2",0,"[40, 50)","1","2","2",1110000
"211",7910370,1,1,1,"5","2","2","2",0.92963,"[40, 50)","1","2","1",3074212
"212",7910371,1,1,1,"5","9","3","2",0.11470257,"40 <","1","2","1",6291666.6667
"213",7910372,1,1,1,"9","2","2","2",0.92963,"[40, 50)","2","1","2",2578730
"214",7910374,1,1,1,"3","10","2","2",0,"[40, 50)","1","2","2",266666.66667
"215",7910375,1,1,1,"3","10","1","2",0.92963,"> 50","2","2","1",1522083.3333
"216",7910376,1,1,1,"3","10","1","2",0.99007729,"[40, 50)","1","2","2",245000
"217",7910377,1,1,1,"5","2","2","2",0.99007729,"[40, 50)","1","2","2",2075000
"218",7910378,1,1,1,"5","9","2","2",0,"[40, 50)","2","2","1",1990000
"219",7910381,1,1,1,"9","9","1","2",0.99883635,"[40, 50)","2","2","2",2100000
"220",7910382,1,1,1,"5","1","1","2",0,"> 50","1","2","2",966666.66667
"221",7910384,1,1,1,"5","1","2","2",0.02890046,"40 <","1","2","2",350000
"222",7910385,1,1,1,"13","10","2","2",0,"[40, 50)","2","2","1",7350000
"223",7910386,1,1,1,"5","2","2","2",0.35529742,"[40, 50)","1","2","2",1432500
"224",7910389,1,1,1,"3","1","2","2",0.99793798,"40 <","1","2","2",1600000
"225",7910390,1,1,1,"3","9","1","2",0.99793798,"> 50","2","2","2",2422500
"226",7910391,1,1,1,"3","1","1","2",0.02890046,"40 <","1","2","2",550000
"227",7910392,1,1,1,"5","2","1","2",0,"> 50","1","2","2",1450000
"228",7910393,1,1,1,"3","10","1","2",0,"40 <","1","2","2",116666.66667
"229",7910395,1,1,1,"4","3","1","2",0.72130585,"> 50","2","2","2",1750000
"230",7910396,1,1,1,"5","10","1","2",0.35529742,"40 <","1","2","2",3140600
"231",7910397,1,1,1,"4","2","2","2",0.99793798,"40 <","1","2","2",2e+05
"232",7910399,1,1,1,"5","1","2","2",0.02890046,"> 50","2","2","2",1823600
"233",7910400,1,1,1,"3","10","2","2",0.02890046,"> 50","1","2","2",1504166.6667
"234",7910401,1,1,1,"5","10","2","2",0,"[40, 50)","1","2","1",2416666.6667
"235",7910402,1,1,1,"13","3","3","2",0,"[40, 50)","1","2","1",4e+06
"236",7910404,1,1,1,"3","9","2","2",0.99883635,"40 <","1","2","2",1050000
"237",7910405,1,1,1,"3","9","2","2",0.99793798,"40 <","2","2","2",1847500
"238",7910406,1,1,1,"4","1","1","2",0.99793798,"[40, 50)","2","2","2",1e+06
"239",7910409,1,1,1,"4","2","1","2",0.35529742,"[40, 50)","1","2","2",905000
"240",7910410,1,1,1,"3","9","1","2",0.92963,"[40, 50)","1","2","2",5e+05
"241",7910411,1,1,1,"5","10","2","2",0,"[40, 50)","1","2","2",1256666.6667
"242",7910413,1,1,1,"1","10","2","2",0.02890046,"[40, 50)","1","2","2",2887266.6667
"243",7910415,1,1,1,"1","9","1","2",0.11470257,"[40, 50)","1","2","2",1e+06
"244",7910416,1,1,1,"1","9","1","2",0.02890046,"[40, 50)","1","2","2",1826666.6667
"245",7910417,1,1,1,"3","2","1","2",0.72130585,"[40, 50)","2","2","2",2939333.3333
"246",7910418,1,1,1,"7","2","1","2",0.35529742,"[40, 50)","1","2","2",1500000
"247",7910419,1,1,1,"11","1","2","1",0.02890046,"> 50","1","2","2",1200000
"248",7910420,1,1,1,"5","2","1","2",0.92963,"[40, 50)","2","2","2",1045000
"249",7910421,1,1,1,"1","9","1","2",0.35529742,"40 <","1","2","2",956666.66667
"250",7910422,1,1,1,"3","1","2","2",0,"> 50","1","2","2",1003500
"251",7910423,1,1,1,"1","10","2","2",0,"[40, 50)","1","2","2",1350000
"252",7910424,1,1,1,"3","10","2","2",0,"> 50","1","2","2",1500000
"253",7910425,1,1,1,"4","2","1","2",0.99793798,"> 50","1","2","2",1160000
"254",7910426,1,1,1,"13","6","3","1",0.02890046,"[40, 50)","2","2","2",125000
"255",7910427,1,1,1,"5","10","2","2",0.02890046,"40 <","1","2","1",2639772.6667
"256",7910429,1,1,1,"11","5","2","1",0.11470257,"40 <","1","2","2",1e+06
"257",7910430,1,1,1,"3","1","1","2",0,"40 <","1","2","2",560000
"258",7910431,1,1,1,"5","2","2","2",0,"[40, 50)","2","2","2",2770000
"259",7910432,1,1,1,"5","4","1","2",0.92963,"40 <","2","2","2",1500000
"260",7910433,1,1,1,"7","5","2","2",0.72130585,"40 <","1","2","2",29270833.333
"261",7910435,1,1,1,"4","1","2","2",0,"[40, 50)","1","2","2",810000
"262",7910436,1,1,1,"5","2","2","2",0,"[40, 50)","1","2","2",2620000
"263",7910438,1,1,1,"3","10","1","2",0.35529742,"[40, 50)","1","2","2",2453333.3333
"264",7910439,1,1,1,"3","9","1","2",0.72130585,"40 <","1","2","2",856666.66667
"265",7910440,1,1,1,"5","8","2","2",0,"40 <","2","2","2",5165606
"266",7910441,1,1,1,"3","10","2","2",0,"> 50","1","2","2",1310000
"267",7910442,1,1,1,"11","4","2","2",0.92963,"40 <","1","2","2",2270833.3333
"268",7910443,1,1,1,"7","1","2","2",0.35529742,"40 <","2","2","2",3512500
"269",7910445,1,1,1,"3","10","2","2",0,"[40, 50)","1","2","2",1069166.6667
"270",7910446,1,1,1,"5","1","1","2",0.99793798,"> 50","1","2","2",425000
"271",7910447,1,1,1,"3","1","2","2",0,"> 50","1","2","2",1353100
"272",7910448,1,1,1,"5","4","1","2",0.72130585,"40 <","2","2","2",2056666.6667
"273",7910448,2,1,2,"3","1","2","2",0.99793798,"[40, 50)","2","2","2",2150000
"274",7910449,1,1,1,"3","1","2","2",0,"> 50","1","2","2",1466000
"275",7910450,1,1,1,"5","3","2","2",0,"[40, 50)","1","2","2",1160000
"276",7910451,1,1,1,"10","2","3","1",0,"[40, 50)","2","1","2",9216666.6667
"277",7910453,1,1,1,"3","1","1","2",0.72130585,"[40, 50)","1","2","2",1350000
"278",7910454,1,1,1,"3","1","2","2",0,"> 50","1","2","2",1080000
"279",7910455,1,1,1,"7","1","2","2",0.35529742,"40 <","1","2","2",5953833.3333
"280",7910456,1,1,1,"5","1","2","1",0,"40 <","1","2","1",4595666.6667
"281",7910458,1,1,1,"4","1","1","2",0.11470257,"[40, 50)","1","2","2",910000
"282",7910459,1,1,1,"3","2","1","2",0.99793798,"> 50","1","2","2",8e+05
"283",7910461,1,1,1,"3","10","1","2",0.35529742,"40 <","2","2","2",6e+05
"284",7910462,1,1,1,"5","1","1","2",0.92963,"[40, 50)","1","2","2",2063606
"285",7910463,1,1,1,"5","2","2","2",0.99793798,"> 50","2","2","2",1850000
"286",7910464,1,1,1,"3","9","2","2",0.99793798,"[40, 50)","2","2","2",1845000
"287",7910465,1,1,1,"3","1","1","2",0.99007729,"40 <","2","2","2",938333.33333
"288",7910468,1,1,1,"7","8","1","2",0,"40 <","1","2","2",1840833.3333
"289",7910469,1,1,1,"3","10","2","2",0,"[40, 50)","1","2","2",960000
"290",7910470,1,1,1,"3","10","2","2",0,"> 50","1","2","2",1196666.6667
"291",7910471,1,1,1,"3","9","2","2",0,"> 50","1","2","2",840000
"292",7910472,1,1,1,"3","2","1","2",0,"[40, 50)","1","2","2",791666.66667
"293",7910473,1,1,1,"3","1","2","2",0,"40 <","1","2","2",3108939.3333
"294",7910474,1,1,1,"3","1","2","2",0.99007729,"[40, 50)","1","2","1",5685000
"295",7910475,1,1,1,"5","1","3","2",0,"[40, 50)","2","2","2",3150000
"296",7910476,1,1,1,"5","1","1","2",0.35529742,"40 <","1","2","2",867500
"297",7910478,1,1,1,"4","3","1","2",0.02890046,"40 <","1","2","2",8e+05
"298",7910480,1,1,1,"3","1","1","2",0.35529742,"40 <","1","2","2",5e+05
"299",7910481,1,1,1,"3","10","2","2",0.02890046,"40 <","1","2","1",1383333.3333
"300",7910485,1,1,1,"7","10","1","2",0.72130585,"[40, 50)","2","2","2",2361666.6667
"301",7910488,1,1,1,"11","2","3","1",0,"[40, 50)","1","2","2",14046666.667
"302",7910490,1,1,1,"12","10","2","2",0,"40 <","1","2","2",7033333.3333
"303",7910491,1,1,1,"5","2","2","1",0,"[40, 50)","1","2","2",4816666.6667
"304",7910492,1,1,1,"5","1","2","2",0.02890046,"[40, 50)","2","2","2",3133333.3333
"305",7910493,1,1,1,"11","4","1","1",0.11470257,"[40, 50)","1","2","2",6146666.6667
"306",7910494,1,1,1,"3","10","1","2",0.72130585,"> 50","2","2","2",1900000
"307",7910495,1,1,1,"4","10","2","2",0.99793798,"40 <","1","2","2",80000
"308",7910496,1,1,1,"5","1","2","1",0,"40 <","1","2","2",6275000
"309",7910499,1,1,1,"5","4","2","2",0.72130585,"40 <","2","2","2",750000
"310",7910500,1,1,1,"4","1","2","1",0,"[40, 50)","1","2","1",1e+06
"311",7910501,1,1,1,"3","9","1","2",0,"[40, 50)","1","2","2",396666.66667
"312",7910504,1,1,1,"5","1","2","2",0.11470257,"40 <","1","2","2",1960000
"313",7910505,1,1,1,"11","1","2","2",0,"[40, 50)","1","2","1",2183333.3333
"314",7910506,1,1,1,"3","10","2","1",0.72130585,"40 <","2","2","2",8995333.3333
"315",7910507,1,1,1,"5","2","2","2",0,"[40, 50)","1","2","2",922000
"316",7910509,1,1,1,"5","10","1","2",0.99793798,"> 50","1","2","2",608333.33333
"317",7910511,1,1,1,"11","6","2","2",0.72130585,"[40, 50)","1","2","2",4100000
"318",7910512,1,1,1,"5","2","2","2",0.92963,"[40, 50)","1","2","2",1460000
"319",7910513,1,1,1,"5","2","2","2",0.11470257,"> 50","1","2","2",1510000
"320",7910514,1,1,1,"4","1","1","2",0,"40 <","1","2","2",2171666.6667
"321",7910515,1,1,1,"5","4","2","2",0.72130585,"[40, 50)","2","2","2",5022250
"322",7910517,1,1,1,"5","9","2","2",0,"[40, 50)","1","2","2",4115030
"323",7910518,1,1,1,"3","1","2","2",0,"> 50","1","2","2",1160000
"324",7910519,1,1,1,"3","9","2","1",0.02890046,"[40, 50)","1","2","2",1410000
"325",7910520,1,1,1,"3","9","1","2",0.99007729,"40 <","1","2","2",825000
"326",7910522,1,1,1,"9","10","2","2",0,"[40, 50)","1","2","2",1960000
"327",7910523,1,1,1,"4","10","1","2",0,"40 <","1","2","2",1958333.3333
"328",7910524,1,1,1,"5","2","2","2",0.02890046,"> 50","2","2","2",2445000
"329",7910525,1,1,1,"3","1","1","2",0.99793798,"> 50","1","2","2",1260000
"330",7910526,1,1,1,"3","1","2","2",0.02890046,"40 <","1","2","2",222500
"331",7910528,1,1,1,"5","3","2","2",0,"> 50","1","2","2",3098750
"332",7910529,1,1,1,"1","2","2","2",0,"> 50","1","2","2",620833.33333
"333",7910530,1,1,1,"3","1","2","2",0.02890046,"[40, 50)","1","2","2",3655666.6667
"334",7910531,1,1,1,"4","9","1","2",0.35529742,"> 50","1","2","2",1506666.6667
"335",7910532,1,1,1,"11","6","3","1",0,"[40, 50)","1","2","1",6163333.3333
"336",7910533,1,1,1,"3","1","1","2",0.99007729,"> 50","1","2","2",8e+05
"337",7910535,1,1,1,"7","1","2","2",0,"[40, 50)","1","2","2",1760000
"338",7910536,1,1,1,"7","2","2","2",0.02890046,"[40, 50)","1","2","2",3380272.6667
"339",7910537,1,1,1,"9","4","1","2",0.72130585,"40 <","2","2","2",504166.66667
"340",7910538,1,1,1,"3","1","1","2",0.35529742,"40 <","1","2","2",371666.66667
"341",7910541,1,1,1,"1","9","2","2",0.11470257,"40 <","1","2","2",6e+05
"343",7910544,1,1,1,"3","10","2","2",0.92963,"[40, 50)","2","2","2",3739666.6667
"344",7910545,1,1,1,"3","1","2","2",0.02890046,"[40, 50)","1","2","2",1950000
"346",7910547,1,1,1,"5","4","2","2",0,"> 50","2","2","1",1700000
"347",7910548,1,1,1,"5","9","2","2",0.99007729,"[40, 50)","2","2","2",12633333.333
"348",7910550,1,1,1,"11","9","2","1",0.02890046,"40 <","1","2","1",8601500
"349",7910551,1,1,1,"3","10","2","1",0,"[40, 50)","1","2","1",4454666.6667
"350",7910552,1,1,1,"3","10","2","2",0.02890046,"[40, 50)","1","2","2",796666.66667
"351",7910553,1,1,1,"3","9","2","2",0.72130585,"[40, 50)","1","2","2",2516666.6667
"352",7910554,1,1,1,"9","2","2","1",0,"> 50","1","2","2",12265000
"353",7910555,1,1,1,"5","4","2","2",0,"[40, 50)","1","2","2",4466666.6667
"354",7910556,1,1,1,"3","1","1","2",0,"40 <","1","2","2",1200000
"355",7910557,1,1,1,"11","4","3","1",0,"40 <","1","1","1",10500000
"356",7910558,1,1,1,"5","2","2","2",0,"> 50","1","2","2",1820000
"357",7910559,1,1,1,"11","9","3","1",0,"[40, 50)","1","2","1",9216666.6667
"358",7910560,1,1,1,"5","1","2","1",0,"> 50","1","2","2",6640600
"359",7910561,1,1,1,"3","1","1","2",0.35529742,"40 <","1","2","2",574166.66667
"360",7910562,1,1,1,"3","9","2","2",0.99793798,"> 50","2","2","2",1050000
"361",7910564,1,1,1,"9","1","2","1",0,"[40, 50)","1","2","1",2450000
"362",7910565,1,1,1,"4","2","1","2",0.99793798,"[40, 50)","2","2","2",1600000
"363",7910567,1,1,1,"3","1","2","2",0,"[40, 50)","1","2","2",650000
"364",7910568,1,1,1,"7","1","1","2",0.99007729,"[40, 50)","1","2","2",2231083.3333
"365",7910569,1,1,1,"1","9","1","2",0.99793798,"[40, 50)","1","2","2",455000
"366",7910570,1,1,1,"1","9","1","2",0.92963,"40 <","1","2","2",188666.66667
"367",7910572,1,1,1,"11","1","1","2",0,"40 <","1","2","2",1300000
"369",7910574,1,1,1,"5","1","2","1",0,"> 50","1","2","1",5312500
"370",7910575,1,1,1,"3","9","2","2",0.35529742,"[40, 50)","1","2","2",752500
"371",7910576,1,1,1,"5","10","2","2",0.02890046,"> 50","1","2","2",2536666.6667
"372",7910577,1,1,1,"11","8","2","1",0,"40 <","1","1","2",6660000
"373",7910578,1,1,1,"3","9","1","2",0.35529742,"40 <","1","2","2",216666.66667
"374",7910579,1,1,1,"3","2","1","2",0.11470257,"> 50","2","2","2",1600000
"376",7910582,1,1,1,"5","2","2","2",0,"40 <","2","2","2",4066666.6667
"377",7910583,1,1,1,"10","1","3","1",0,"[40, 50)","1","2","2",3500000
"378",7910584,1,1,1,"3","9","2","2",0.02890046,"> 50","1","2","2",550000
"379",7910585,1,1,1,"5","10","2","2",0,"40 <","1","2","2",2300000
"380",7910586,1,1,1,"4","1","1","2",0.99007729,"40 <","1","2","2",1375000
"382",7910589,1,1,1,"3","10","1","2",0.99007729,"> 50","1","2","2",1116666.6667
"383",7910590,1,1,1,"3","9","2","2",0.99007729,"> 50","1","2","2",2383333.3333
"384",7910591,1,1,1,"9","1","2","2",0,"[40, 50)","1","2","2",3219000
"385",7910592,1,1,1,"4","3","2","2",0.11470257,"[40, 50)","2","2","2",845000
"386",7910593,1,1,1,"1","10","1","2",0.35529742,"[40, 50)","2","2","2",775000
"387",7910594,1,1,1,"4","3","2","2",0.99793798,"40 <","1","2","2",1250000
"388",7910595,1,1,1,"5","1","2","2",0,"[40, 50)","2","2","2",3202000
"389",7910596,1,1,1,"3","9","1","2",0.99793798,"40 <","2","2","2",869166.66667
"391",7910598,1,1,1,"5","1","2","2",0,"40 <","1","2","2",1265000
"392",7910600,1,1,1,"3","1","1","2",0.11470257,"40 <","1","2","2",520000
"393",7910602,1,1,1,"7","2","2","2",0.99007729,"40 <","1","2","2",1906666.6667
"394",7910603,1,1,1,"3","2","2","2",0,"[40, 50)","1","2","2",1171333.3333
"395",7910604,1,1,1,"3","10","1","2",0.99793798,"40 <","1","2","2",1740000
"396",7910605,1,1,1,"3","9","2","2",0,"> 50","1","2","2",1540000
"397",7910607,1,1,1,"3","1","1","2",0.99007729,"> 50","1","2","2",1762500
"398",7910608,1,1,1,"5","2","2","2",0.02890046,"40 <","1","2","2",2350000
"399",7910609,1,1,1,"11","1","2","1",0,"> 50","1","2","2",7838333.3333
"400",7910610,1,1,1,"4","10","2","2",0,"> 50","1","2","2",1865000
"401",7910611,1,1,1,"1","1","1","2",0.99883635,"[40, 50)","2","2","2",166666.66667
"402",7910613,1,1,1,"3","1","2","2",0.35529742,"40 <","1","2","2",1100000
"403",7910615,1,1,1,"5","3","2","2",0.92963,"> 50","1","2","2",1300000
"404",7910616,1,1,1,"3","9","2","2",0,"[40, 50)","1","2","2",2400000
"405",7910617,1,1,1,"3","9","1","2",0.99793798,"40 <","1","2","2",1006666.6667
"406",7910618,1,1,1,"3","9","1","2",0,"[40, 50)","1","2","2",460000
"407",7910619,1,1,1,"7","1","2","2",0,"> 50","1","2","2",1300000
"408",7910620,1,1,1,"3","9","2","2",0.02890046,"40 <","2","2","2",2961666.6667
"409",7910622,1,1,1,"3","1","2","2",0,"40 <","1","2","2",1900000
"410",7910623,1,1,1,"3","1","1","2",0,"[40, 50)","1","2","2",238333.33333
"411",7910627,1,1,1,"5","2","1","2",0.99007729,"40 <","1","2","2",2812500
"413",7910629,1,1,1,"4","2","2","2",0,"[40, 50)","1","2","2",2365000
"414",7910630,1,1,1,"5","4","1","2",0,"[40, 50)","2","2","2",1545000
"415",7910631,1,1,1,"7","2","2","2",0,"40 <","1","1","1",1481000
"416",7910634,1,1,1,"7","1","1","2",0.11470257,"[40, 50)","1","2","2",1400000
"417",7910635,1,1,1,"4","9","2","1",0,"[40, 50)","2","2","2",2600000
"418",7910636,1,1,1,"7","1","2","2",0.02890046,"40 <","1","2","2",2467500
"419",7910637,1,1,1,"3","1","1","2",0.11470257,"> 50","1","2","2",5e+05
"420",7910638,1,1,1,"11","1","1","2",0.35529742,"40 <","1","2","2",130000
"421",7910640,1,1,1,"4","9","1","2",0.02890046,"[40, 50)","1","2","2",1400000
"422",7910641,1,1,1,"3","10","2","2",0.92963,"> 50","1","2","2",450000
"423",7910642,1,1,1,"3","9","2","2",0,"[40, 50)","1","2","2",1508333.3333
"424",7910643,1,1,1,"5","1","2","2",0,"[40, 50)","1","2","2",4300000
"425",7910644,1,1,1,"3","10","1","1",0.92963,"[40, 50)","2","2","1",3e+06
"426",7910645,1,1,1,"4","3","1","2",0.92963,"40 <","1","2","2",525000
"427",7910646,1,1,1,"5","9","2","2",0,"[40, 50)","1","2","2",1980606
"428",7910647,1,1,1,"3","9","1","2",0.35529742,"[40, 50)","1","2","2",1292500
"429",7910648,1,1,1,"5","1","1","2",0.35529742,"[40, 50)","1","2","2",750000
"430",7910651,1,1,1,"5","10","2","2",0.99793798,"> 50","1","2","2",2753333.3333
"431",7910653,1,1,1,"7","4","1","2",0.02890046,"[40, 50)","2","2","2",4730000
"432",7910654,1,1,1,"3","2","2","2",0,"[40, 50)","1","2","2",913333.33333
"433",7910655,1,1,1,"3","9","1","2",0.99793798,"40 <","1","2","2",380000
"434",7910656,1,1,1,"11","9","2","2",0.11470257,"40 <","1","2","2",2740866.6667
"435",7910657,1,1,1,"11","1","2","2",0.92963,"[40, 50)","1","2","2",5779833.3333
"436",7910658,1,1,1,"3","9","2","2",0.72130585,"40 <","2","2","2",1620000
"437",7910659,1,1,1,"5","10","1","2",0,"[40, 50)","1","2","2",1595000
"438",7910660,1,1,1,"5","4","2","2",0,"[40, 50)","2","2","2",1982000
"439",7910661,1,1,1,"5","10","2","2",0.92963,"40 <","1","2","2",690000
"440",7910662,1,1,1,"3","9","1","2",0.99883635,"40 <","1","2","2",604166.66667
"441",7910663,1,1,1,"10","1","2","2",0,"40 <","1","2","1",283000
"442",7910664,1,1,1,"5","1","1","2",0.11470257,"40 <","2","2","2",1917522.6667
"443",7910665,1,1,1,"3","1","1","2",0.92963,"> 50","1","2","2",1700000
"444",7910666,1,1,1,"5","1","1","2",0,"[40, 50)","2","2","2",1250000
"445",7910667,1,1,1,"4","10","1","2",0,"> 50","1","2","2",1306666.6667
"446",7910668,1,1,1,"5","2","2","2",0,"[40, 50)","2","2","2",1186666.6667
"447",7910669,1,1,1,"1","10","1","2",0,"[40, 50)","1","2","2",380000
"448",7910670,1,1,1,"5","9","1","2",0.99793798,"[40, 50)","1","2","2",1700000
"449",7910671,1,1,1,"5","1","2","2",0,"[40, 50)","2","2","2",1300000
"450",7910672,1,1,1,"5","1","1","2",0.99883635,"40 <","1","2","2",390000
"451",7910673,1,1,1,"3","1","1","2",0.92963,"[40, 50)","1","2","2",925000
